,0,1,2,Escala mean,Escala std
2015-10-01,0.09090909090909091,0.36363636363636365,0.5454545454545454,3.6363636363636362,1.2060453783110545
2015-11-01,0.0,0.125,0.875,4.5,0.7559289460184544
2015-12-01,0.1111111111111111,0.2222222222222222,0.6666666666666666,3.7777777777777777,0.97182531580755
2016-01-01,0.0,0.3333333333333333,0.6666666666666666,4.0,0.8451542547285164
2016-02-01,0.0,0.14285714285714285,0.8571428571428571,4.285714285714286,0.7262730392025628
2016-03-01,0.0,0.17647058823529413,0.8235294117647058,4.117647058823529,0.6966305460192359
2016-04-01,0.0,0.36363636363636365,0.6363636363636364,4.090909090909091,0.9438798074485389
2016-05-01,0.0,0.18181818181818182,0.8181818181818182,4.2727272727272725,0.7862453931068966
2016-06-01,0.0625,0.1875,0.75,3.8125,0.9810708435174292
2016-07-01,0.0,0.1875,0.8125,4.1875,0.7500000000000001
2016-08-01,0.08,0.08,0.84,4.0,0.9574271077563382
2016-09-01,0.06666666666666667,0.13333333333333333,0.8,4.133333333333334,0.9154754164341269
2016-10-01,0.0,0.2222222222222222,0.7777777777777778,4.0,0.7071067811865475
2016-11-01,0.08333333333333333,0.20833333333333334,0.7083333333333334,3.7916666666666665,1.1025333147551268
2016-12-01,0.07142857142857142,0.07142857142857142,0.8571428571428571,4.285714285714286,0.9138735334633754
2017-01-01,0.0,0.35294117647058826,0.6470588235294118,3.8823529411764706,0.7812132344290249
2017-02-01,0.0,0.25,0.75,4.083333333333333,0.7755316082290384
2017-03-01,0.0625,0.125,0.8125,4.0625,1.0626225419530053
2017-04-01,0.07692307692307693,0.15384615384615385,0.7692307692307693,3.6923076923076925,0.9473309334313418
2017-05-01,0.0,0.2727272727272727,0.7272727272727273,4.090909090909091,0.8312094145936335
2017-06-01,0.0,0.2,0.8,4.4,0.8432740427115678
2017-07-01,0.1,0.2,0.7,3.9,1.286683937707919
2017-08-01,0.25,0.08333333333333333,0.6666666666666666,3.4166666666666665,1.378954368902449
2017-09-01,0.125,0.125,0.75,3.875,0.991031208965115
2017-10-01,0.1111111111111111,0.3333333333333333,0.5555555555555556,3.3333333333333335,1.0
2017-11-01,0.0,0.0,1.0,4.571428571428571,0.5345224838248488
2017-12-01,0.0,0.09090909090909091,0.9090909090909091,4.363636363636363,0.674199862463242
2018-01-01,0.16666666666666666,0.2222222222222222,0.6111111111111112,3.7777777777777777,1.1143742932064957
2018-02-01,0.15384615384615385,0.38461538461538464,0.46153846153846156,3.6153846153846154,1.12089707663561
2018-03-01,0.05555555555555555,0.1111111111111111,0.8333333333333334,4.166666666666667,0.8574929257125442
2018-04-01,0.0,0.3333333333333333,0.6666666666666666,4.0,0.8660254037844386
