,0,1,2,Escala mean,Escala std
2015-01-01,0.0000,0.0000,1.0000,4.7368,0.4524
2015-02-01,0.0000,0.0500,0.9500,4.5000,0.6070
2015-03-01,0.0000,0.1333,0.8667,4.6000,0.7368
2015-04-01,0.0000,0.1000,0.9000,4.6500,0.6708
2015-05-01,0.0000,0.0909,0.9091,4.1818,0.6030
2015-06-01,0.0000,0.0000,1.0000,4.7778,0.4278
2015-07-01,0.0000,0.1250,0.8750,4.5417,0.7211
2015-08-01,0.0000,0.0000,1.0000,4.6786,0.4756
2015-09-01,0.0000,0.0000,1.0000,4.4000,0.5026
2015-10-01,0.0000,0.0000,1.0000,4.5556,0.5113
2015-11-01,0.0000,0.0000,1.0000,4.6471,0.4926
2015-12-01,0.0000,0.0952,0.9048,4.7143,0.6437
2016-01-01,0.0000,0.1081,0.8919,4.6216,0.6811
2016-02-01,0.0000,0.0000,1.0000,4.6500,0.4894
2016-03-01,0.0000,0.1111,0.8889,4.5556,0.6980
2016-04-01,0.0000,0.0435,0.9565,4.7391,0.5408
2016-05-01,0.0417,0.1250,0.8333,4.4583,0.8836
2016-06-01,0.0000,0.1250,0.8750,4.4375,0.7274
2016-07-01,0.0000,0.0370,0.9630,4.5556,0.5774
2016-08-01,0.0000,0.0312,0.9688,4.4688,0.5671
2016-09-01,0.0000,0.0000,1.0000,4.6500,0.4894
2016-10-01,0.0909,0.0000,0.9091,4.6364,0.9021
2016-11-01,0.0000,0.0526,0.9474,4.5263,0.6118
2016-12-01,0.0000,0.0556,0.9444,4.6667,0.5941
2017-01-01,0.0000,0.0000,1.0000,4.8889,0.3234
2017-02-01,0.0000,0.1111,0.8889,4.5000,0.7071
2017-03-01,0.0000,0.0000,1.0000,4.7407,0.4466
2017-04-01,0.0435,0.0870,0.8696,4.2609,0.8100
2017-05-01,0.0000,0.0000,1.0000,4.6250,0.5000
2017-06-01,0.0000,0.1250,0.8750,4.5000,0.7303
2017-07-01,0.0000,0.1250,0.8750,4.5000,0.7303
2017-08-01,0.0000,0.0769,0.9231,4.3846,0.6504
2017-09-01,0.0000,0.0000,1.0000,4.7273,0.4671
2017-10-01,0.0000,0.1667,0.8333,4.4167,0.7930
2017-11-01,0.0000,0.0909,0.9091,4.4545,0.6876
2017-12-01,0.0000,0.0833,0.9167,4.5000,0.6742
2018-01-01,0.0000,0.0556,0.9444,4.6111,0.6077
2018-02-01,0.0000,0.0000,1.0000,4.6000,0.5071
2018-03-01,0.0000,0.0000,1.0000,4.3846,0.5064
2018-04-01,0.0000,0.2000,0.8000,4.5000,0.8498
2018-05-01,0.0000,0.0000,1.0000,4.6667,0.5164
