,0,1,2,Escala mean,Escala std
2015-02-01,0.21052631578947367,0.2631578947368421,0.5263157894736842,3.4210526315789473,1.261207070569223
2015-03-01,0.0,0.35714285714285715,0.6428571428571429,4.0,0.8770580193070291
2015-04-01,0.2,0.15,0.65,3.65,1.3088765773505318
2015-05-01,0.4166666666666667,0.08333333333333333,0.5,3.25,1.764549903980152
2015-06-01,0.05,0.45,0.5,3.65,1.0399898784932577
2015-07-01,0.11428571428571428,0.17142857142857143,0.7142857142857143,3.8857142857142857,1.0508100116920607
2015-08-01,0.23076923076923078,0.2692307692307692,0.5,3.3461538461538463,1.354763675105225
2015-09-01,0.10714285714285714,0.42857142857142855,0.4642857142857143,3.5714285714285716,1.1683661091795523
2015-10-01,0.125,0.375,0.5,3.5,1.0215078369104982
2015-11-01,0.07692307692307693,0.38461538461538464,0.5384615384615384,3.6153846153846154,0.9829312519977406
2015-12-01,0.125,0.20833333333333334,0.6666666666666666,3.8333333333333335,1.1293194051465596
2016-01-01,0.2653061224489796,0.24489795918367346,0.4897959183673469,3.2653061224489797,1.3960585918351474
2016-02-01,0.07407407407407407,0.4074074074074074,0.5185185185185185,3.7037037037037037,0.9533267586887031
2016-03-01,0.20930232558139536,0.18604651162790697,0.6046511627906976,3.511627906976744,1.2222557799346299
2016-04-01,0.20689655172413793,0.3103448275862069,0.4827586206896552,3.3793103448275863,0.9416472308615168
2016-05-01,0.12121212121212122,0.21212121212121213,0.6666666666666666,3.8484848484848486,1.0931952056132326
2016-06-01,0.23076923076923078,0.34615384615384615,0.4230769230769231,3.3846153846153846,1.2673412508688597
2016-07-01,0.15384615384615385,0.20512820512820512,0.6410256410256411,3.717948717948718,1.145901574461601
2016-08-01,0.1875,0.2708333333333333,0.5416666666666666,3.6666666666666665,1.1729818944990986
2016-09-01,0.07894736842105263,0.34210526315789475,0.5789473684210527,3.8157894736842106,0.9824201544584688
2016-10-01,0.07317073170731707,0.2926829268292683,0.6341463414634146,3.902439024390244,1.1136623826093006
2016-11-01,0.0967741935483871,0.25806451612903225,0.6451612903225806,3.903225806451613,1.1061898182402938
2016-12-01,0.16279069767441862,0.20930232558139536,0.627906976744186,3.7906976744186047,1.2641228755616571
2017-01-01,0.23809523809523808,0.16666666666666666,0.5952380952380952,3.5238095238095237,1.2344267996967355
2017-02-01,0.13043478260869565,0.21739130434782608,0.6521739130434783,3.739130434782609,1.3217547325894203
2017-03-01,0.08571428571428572,0.4,0.5142857142857142,3.6,0.9761870601839527
2017-04-01,0.1794871794871795,0.1794871794871795,0.6410256410256411,3.717948717948718,1.122701580744504
2017-05-01,0.11538461538461539,0.19230769230769232,0.6923076923076923,3.8076923076923075,1.265519048271681
2017-06-01,0.125,0.16666666666666666,0.7083333333333334,3.875,1.226961606004318
2017-07-01,0.16,0.44,0.4,3.36,1.1503622617824931
2017-08-01,0.17647058823529413,0.29411764705882354,0.5294117647058824,3.4705882352941178,0.928840728025648
2017-09-01,0.16666666666666666,0.125,0.7083333333333334,3.75,0.9890707100936805
2017-10-01,0.05555555555555555,0.3333333333333333,0.6111111111111112,3.7777777777777777,0.8782037520219094
2017-11-01,0.08333333333333333,0.125,0.7916666666666666,4.208333333333333,0.9770927002733857
2017-12-01,0.2,0.4666666666666667,0.3333333333333333,3.2,1.424279266355945
2018-01-01,0.17391304347826086,0.4782608695652174,0.34782608695652173,3.347826086956522,1.228772323469609
2018-02-01,0.375,0.25,0.375,3.125,1.4577379737113252
2018-03-01,0.08333333333333333,0.25,0.6666666666666666,3.875,1.0759222535351582
2018-04-01,0.0,0.3333333333333333,0.6666666666666666,4.25,0.9653072991634228
2018-05-01,0.23076923076923078,0.3076923076923077,0.46153846153846156,3.4615384615384617,1.5063966175050878
2018-06-01,0.0,0.4,0.6,3.8,0.8366600265340756
2018-07-01,0.0,0.0,1.0,4.0,0.0
