,0,1,2,Escala mean,Escala std
2013-03-01,0.0000,0.1000,0.9000,4.5000,0.7071
2013-04-01,0.0000,0.1000,0.9000,4.2000,0.6325
2013-05-01,0.0000,0.0000,1.0000,4.6667,0.5774
2013-06-01,0.0000,0.0000,1.0000,4.8000,0.4472
2013-07-01,0.0000,0.0000,1.0000,4.6667,0.5774
2013-08-01,0.0000,0.0000,1.0000,5.0000,0.0000
2013-09-01,0.0000,0.0000,1.0000,4.4000,0.5477
2013-10-01,0.0000,0.0000,1.0000,4.5000,0.5774
2013-11-01,0.0000,0.2000,0.8000,4.2000,0.8367
2013-12-01,0.0000,0.0000,1.0000,5.0000,0.0000
2014-01-01,0.0000,0.1818,0.8182,4.2727,0.7862
2014-02-01,0.0000,0.0000,1.0000,4.7500,0.4523
2014-03-01,0.1429,0.0000,0.8571,4.0000,1.0000
2014-04-01,0.0000,0.0000,1.0000,4.0000,0.0000
2014-05-01,0.0000,0.0000,1.0000,4.3333,0.5774
2014-06-01,0.0000,0.1667,0.8333,4.1667,0.7528
2014-07-01,0.0000,0.0000,1.0000,4.5000,0.5345
2014-08-01,0.0000,0.0000,1.0000,4.6250,0.5175
2014-09-01,0.0000,0.1250,0.8750,4.1250,0.6409
2014-10-01,0.0000,0.0000,1.0000,4.5000,0.5345
2014-11-01,0.0000,0.2500,0.7500,4.0000,0.8165
2014-12-01,0.0000,0.0000,1.0000,4.6667,0.5164
2015-01-01,0.0000,0.0000,1.0000,4.3846,0.5064
2015-02-01,0.0000,0.1000,0.9000,4.5000,0.7071
2015-03-01,0.0000,0.0690,0.9310,4.5517,0.6317
2015-04-01,0.0000,0.1333,0.8667,4.2667,0.6915
2015-05-01,0.0000,0.0323,0.9677,4.4516,0.5680
2015-06-01,0.0000,0.1667,0.8333,4.3000,0.7497
2015-07-01,0.0323,0.3226,0.6452,4.0645,0.9639
2015-08-01,0.0323,0.1290,0.8387,4.2581,0.8152
2015-09-01,0.0000,0.1333,0.8667,4.4000,0.7240
2015-10-01,0.0000,0.2581,0.7419,4.1613,0.8204
2015-11-01,0.1000,0.2000,0.7000,4.0000,1.1142
2015-12-01,0.0323,0.1290,0.8387,4.2581,0.9298
2016-01-01,0.0323,0.1935,0.7742,4.0645,0.8139
2016-02-01,0.1379,0.2069,0.6552,3.8276,1.1361
2016-03-01,0.0000,0.1613,0.8387,4.1290,0.6704
2016-04-01,0.0000,0.2667,0.7333,4.0000,0.7428
2016-05-01,0.1364,0.1364,0.7273,4.0455,1.2141
